   #      wl_eff     surface   bandpass1  conv_AB
___________________________________________________
						  
    1    3655.904    564.900    423.279    0.672
    2    4624.694   1296.667    970.570   -0.047
    3    6166.832   1190.300   1197.500    0.152
    4    7941.589   1717.383   1082.281    0.441
    5    6680.047    526.294    549.788    0.253
    6    4569.361   1302.400    904.069   -0.066
    7    6694.408    492.875    384.230    0.265
    8    3606.124    619.908    445.999    0.755
    9    4626.935   1284.310    973.641    0.013
   10    6166.899   1190.476   1197.421    0.152
   11    7941.319   1742.672   1124.750    0.443
   12    3651.963    542.650    402.882    0.693
   13    4448.065   1010.300    726.845   -0.086
   14    4416.533    974.100    723.852   -0.085
   15    5504.668    870.650    734.550    0.030
   16    3573.513    563.308    413.544    0.864
   17    4462.706   1022.167    742.672   -0.089
   18    5554.093    873.596    736.313    0.038
   19    4437.488   1033.503    782.151   -0.092
   20    5417.879    846.991    654.682    0.014
   21    6711.881    996.795    899.422    0.257
   22    1405.444    314.128    240.955    2.884
   23    1751.209    424.128    331.717    2.102
   24    2200.106    532.097    419.679    1.906
   25    2750.263    637.991    504.350    1.594
   26    1553.837    299.940    222.490    2.376
   27    1913.305    312.080    288.477    1.979
   28    2462.219    435.040    387.283    1.831
   29    2986.225    465.500    404.333    1.412
   30    3317.386    539.059    394.772    1.198
   31    4252.629    824.160    573.049   -0.063
   32    6939.517   2070.000   1507.179    0.287
   33    8780.656   2316.000   1738.288    0.513
   34   12487.812   3193.549   2396.040    0.925
   35   21951.166   5785.000   3544.746    1.886
   36   34370.898   7010.000   4708.669    2.711
   37    7064.539   1500.900   1025.509    0.312
   38    7486.837    990.700    658.924    0.373
   39    7081.382   1697.084   1364.523    0.311
   40    7038.766   1441.496   1030.318    0.311 
   41    3592.613    519.150    376.085    0.852
   42    4657.850    555.578    485.667   -0.089
   43    6407.670    427.350    304.031    0.220
   44   16500.000   3010.000   1739.706    1.395
   45    3600.924    629.366    444.348    0.768
   46    4603.271   1514.283    936.332   -0.056
   47    6645.826    538.687    410.165    0.257
   48    7981.671   1626.402   1007.331    0.448
   49    6280.397   2903.523   2018.414    0.158
   50    8264.970   1553.914   1096.125    0.475
   51    5140.848    952.709    761.541   -0.034
   52    6717.609    867.465    787.806    0.257
   53    8093.209   1695.981   1154.251    0.452
   54    9198.074   1793.003   1497.109    0.541
   55   12509.590   1706.534   1105.306    0.941
   56   16366.492   2641.554   1653.632    1.392
   57   22243.971   3614.577   2337.618    1.917
   58   22243.971   3614.577   2337.618    1.917
   59   22243.971   3614.577   2337.618    1.917
   60   22243.971   3614.577   2337.618    1.917 
   61    4570.394   1214.290    898.107   -0.037
   62    6557.844   1307.023    840.842    0.228
   63    8615.075   1687.448   1388.157    0.500
   64    1550.000    151.000    150.000    2.358
   65    1806.750    119.427     86.506    2.034
   66    2200.000    201.000    200.000    1.859
   67    2493.000    151.000    150.000    1.863
   68    3293.087     96.333     56.638    1.228
   69    3400.000    300.000    174.404    1.182
   70    8525.000   1500.000    866.266    0.502
   71  116861.094  62899.770  41555.820    5.098
   72  243379.750 104809.516  72918.859    6.681
   73  622165.500 302667.969 217082.516    8.662
   74 1021898.188 331994.969 254266.766    9.795
   75   16464.361   2862.626   1726.779    1.401
   76   12369.874   2034.043   1469.598    0.921
   77   22105.371   3705.102   2361.363    1.905
   78   34840.746   4595.455   3353.632    2.741
   79   38314.680   5393.814   3464.984    2.927
   80   47336.098   3568.000   2882.573    3.345 
   81  110999.984  12935.899  10275.051    5.087
   82   84000.039  12785.452  10155.593    4.502
   83    4860.723    552.810    395.752   -0.078
   84    6690.266    927.843    635.760    0.258
   85    8006.451   1310.105    845.191    0.456
   86    9192.530   1592.755    955.005    0.538
   87    8906.334   1092.138    812.977    0.527
   88    6011.378   3658.696   2824.928    0.112
   89    6243.707   4370.000   2897.373    0.152
   90    4360.827   1089.997    736.766   -0.065
   91    4357.689    986.842    699.272   -0.067
   92    5571.051   1116.026    854.116    0.042
   93    6411.904   1725.675   1414.788    0.196
   94    7906.274   1321.951    873.212    0.442
   95   21032.092   3598.455   2722.821    1.814
   96    5875.757   4015.937   3058.839    0.174
   97    4373.373   1654.916   1069.125    0.061
   98    6584.312   4409.773   3028.458    0.213
   99    6570.454   4349.691   3113.065    0.252
  100    6697.097   3577.038   2458.130    0.216
  101    6563.762   4456.667   3493.263    0.251
  102    4382.177   1007.953    725.810   -0.068
  103    5566.396   1147.336    943.898    0.043
  104    6584.234   1674.693   1324.924    0.225
  105    5481.183   1019.685    750.501    0.029
  106    4260.480    805.440    513.747   -0.087
  107    6475.912   1308.343    776.524    0.215
  108    4335.818    892.421    555.622   -0.098
  109    4380.718   1829.809   1193.349    0.069
  110    5415.789    856.741    541.688    0.012
  111    5466.837    833.447    525.123    0.022
  112    6495.637   1269.149    751.279    0.218
  113    8332.195   1929.960   1136.381    0.480
  114    8322.693   1919.198   1130.853    0.479
  115    6409.331   3990.425   2984.887    0.224
  116    6298.610   4098.837   2952.397    0.213
  117    6571.508   1681.395   1297.754    0.223
  118   22384.828   3593.590   2342.930    1.928
  119   15050.500  29900.000  17281.496    1.105
  120    5458.640   1443.925   1049.369    0.021   
  121    8010.457   1451.125   1340.891    0.439
  122    3009.779    853.669    794.805    1.381
  123    4575.190    878.043    790.496   -0.064
  124    6038.862   1882.057   1262.922    0.132
  125    6944.763   1642.000   1217.673    0.290
  126    6730.651   1168.000    747.697    0.262
  127    3346.225    472.959    316.206    1.205
  128   15936.410   3848.868   2311.217    1.338
  129   12532.466   2651.326   1693.868    0.937
  130   16514.852   2902.950   1736.638    1.407
  131   21637.975   2724.225   1636.930    1.871
  132   21187.887    192.206    126.743    1.837
  133   21418.641    220.147    143.724    1.856
  134   21606.957    224.638    147.318    1.871
  135   16524.459   2734.337   1670.254    1.398
  136   12475.939   2514.024   1665.379    0.932
  137   22210.918   3839.189   2389.135    1.914
  138   21633.107   3078.977   1896.048    1.870
  139    6350.482   5278.415   3519.950    0.234
  140    4413.084    959.200    717.507   -0.087         
  141    5512.104    893.100    728.104    0.031
  142    6585.921   1591.000   1282.209    0.225
  143    8059.882   1495.100    924.601    0.461
  144    5934.866   4350.000   3148.255    0.144
  145    3584.707    495.901    679.197    0.925
  146    4230.141    956.149    722.216   -0.023
  147    5498.251   1147.030    859.044    0.034
  148    6622.500   1652.705   1470.038    0.229
  149    8000.684   1474.040   1173.214    0.452
  150    3649.831    361.308    338.587    0.821
  151    4272.285    850.979    602.960   -0.063
  152    5541.044   1117.158    812.729    0.038
  153    6608.471   1491.834   1300.288    0.230
  154    7888.485   1232.686    901.574    0.440
  155    5065.377    787.754    484.629   -0.043
  156    3652.751    373.944    286.985    0.822
  157    4593.148    864.814    580.147   -0.093
  158    5376.896    793.786    526.616    0.002
  159    6503.534   1502.254    946.434    0.215
  160    8625.518   1422.666   1269.675    0.509   
  161    9599.803    509.545    378.566    0.551
  162    9053.886   1168.914    951.186    0.536
  163    2018.169    143.806    162.588    1.898
  164    3523.768    587.708    397.942    0.961
  165    4798.006   1327.291    852.544   -0.066
  166    6258.645   1333.650    808.758    0.175
  167    7655.315   1345.910    899.276    0.403
  168    8984.980   1193.529    924.301    0.532
  169    5554.315   1022.051    721.909    0.038
  170    7429.210    692.216    471.833    0.371
  171    8607.828    631.303    461.251    0.523
  172    3725.000    460.000    450.000    0.419
  173    4250.000    510.000    500.000   -0.150
  174    4331.592    945.930    586.891   -0.089
  175    5369.987    902.606    577.075    0.008
  176    6594.536   1199.059    761.380    0.237
  177    8262.681   1941.264   1205.236    0.471
  178   10866.213   4590.561   2754.916    0.743
  179    6811.052   4147.222   2838.508    0.224
  180    6695.868   4076.948   2801.777    0.208
  181    3659.269    501.397    384.962    0.690
  182    4340.813    814.250    554.387   -0.097
  183    5429.196    820.000    543.013    0.016
  184    8068.597   1605.435   1131.623    0.453
  185    4433.630   1067.932    687.566   -0.064
  186   19078.867   5451.536   5395.383    1.615
  187    3671.235    515.584    388.058    0.652
