     #       wl_eff      surface    bandpass1  conv_AB
___________________________________________________

     1   116861.094    62899.770    41555.820    4.953
     2   243379.750   104809.516    72918.859    6.573
     3   622165.500   302667.969   217082.516    8.488
     4  1021898.188   331994.969   254266.766    9.728
